LAMMPS data file via write_data, version 29 Aug 2024, timestep = 20004, units = metal

3000 atoms
4 atom types

-201.33286416542978 226.58677216518942 xlo xhi
-174.35938397000942 196.22991096992337 ylo yhi
-497.80752471917 560.2493197196442 zlo zhi
-213.95978427591533 0 0 xy xz yz

Masses

1 6.941
2 151.964
3 28.0855
4 15.9994

Atoms # charge

1250 3 -2 -100.57102512813049 -168.41703145244577 -497.0774391000676 1 1 1
1649 4 4 -98.65662027451371 -169.3396230131744 -497.6424894929467 0 1 1
2980 4 4 -102.53491983970444 -167.10547464626188 -496.2440048782734 1 0 1
2575 4 4 -65.80025961528543 -162.45727753469146 -492.3799665230114 0 1 1
1901 4 4 -170.53041755284323 -39.57112085423469 -494.8162094741528 0 0 0
1306 3 -2 -169.4362682421191 -37.95130048810276 -495.7816109566819 0 0 0
2056 4 4 -168.72458709698975 -36.414918912625836 -497.08277883725674 0 0 0
925 2 1 -117.39488270941031 3.230889775138934 -494.35756501547 0 1 1
1090 2 1 -181.41208818052763 35.2512935577285 -496.5004268152006 0 0 1
895 2 1 -329.80301273296766 98.87994519658199 -496.89198277061234 0 0 1
2586 4 4 -139.95680526448334 -132.16358987514857 -485.44432422907283 0 0 0
673 1 0 -240.39985104083655 -81.85289893223842 -485.46488127645216 -1 -1 1
2687 4 4 -258.1185156789274 -12.065608105763175 -490.23834224245525 0 0 0
560 1 0 -185.58446811620303 48.140443354947564 -484.7002210094749 0 0 1
1596 4 4 -225.03568951571367 187.1426251376951 -486.3648582948134 0 0 0
1471 3 -2 -223.5307744405357 188.53786170971873 -485.98283188146434 0 0 0
2471 4 4 -222.0319507231965 190.25843828021786 -485.94934074164155 0 0 0
1740 4 4 2.1337752944494923 -165.69785171905158 -481.86307135561515 0 0 1
566 1 0 -199.50770848281613 -28.08014814386388 -480.0037454554328 0 0 0
2290 4 4 -181.63744039809922 -27.504358531563042 -482.17759707593365 0 0 1
2757 4 4 -149.0982076866166 15.320182667945033 -481.1805117950833 0 0 0
1590 4 4 -269.01498426436297 151.2731988351002 -479.5813166885273 1 0 1
1550 4 4 -376.76211849197244 174.67221488467024 -476.9411317414861 0 0 1
1961 4 4 -406.2225580735586 189.37209306850522 -477.582924756942 1 0 0
2756 4 4 -334.10248944049715 189.35872544457155 -483.2989264992979 0 -1 0
562 1 0 -80.76209098827806 -127.40686895094689 -473.05022407891727 0 0 0
1025 2 1 -140.34197531880073 -105.90580083358628 -474.4915298887913 0 1 1
856 2 1 -197.58344259683685 -70.46425881534418 -473.1029601115996 1 0 0
2435 4 4 -214.5084864228792 -28.544896659734178 -469.69125065370196 1 0 1
2525 4 4 -174.65626104466935 -25.984400533296622 -470.95616744793523 0 1 1
695 1 0 -161.90882873150187 -22.720048428466185 -475.94998807262823 0 0 1
1751 4 4 -89.32396650677302 -76.22513343551951 -464.40920863905217 0 0 0
2394 4 4 -117.31238747794471 -70.49857472407692 -462.84529931224665 0 0 1
2401 4 4 -234.24571855942798 -59.17949840478565 -469.4056707042053 0 -1 0
879 2 1 -382.0279086557891 162.90040923866164 -465.38699240537164 0 -1 1
556 1 0 -379.5504154450168 166.7830467930506 -464.3083486607046 0 -1 0
72 1 0 -368.25524011359533 186.51526606667326 -464.5718779605523 0 0 0
421 1 0 -254.25231809010415 194.6563636411868 -463.05643760940876 0 0 0
1840 4 4 -4.136190637873824 -174.1885195618689 -460.20376019278274 0 1 1
2151 4 4 -63.190015683820064 -124.96024126264737 -458.0267692714154 0 0 0
1431 3 -2 -64.59690603421751 -123.43823353582 -457.29540752484644 0 0 0
2431 4 4 -65.7008359151437 -121.83194394885268 -456.7203142633418 0 0 0
2440 4 4 -145.37226410580735 -103.4000161989451 -462.190653677448 0 0 1
761 2 1 -164.73194355650264 69.78662921086428 -460.3839322206178 0 0 0
247 1 0 -241.12154492329182 177.06755910184435 -457.1245287146814 2 1 0
2481 4 4 -189.36348545194292 -107.21157173590424 -450.4128055891487 0 0 0
1807 4 4 -146.00987208516597 -19.96299936120252 -454.5079979542687 0 0 0
2460 4 4 -247.57539820302955 22.494962818675106 -449.18527322727056 1 0 1
2300 4 4 -298.5018895373254 44.623452327569225 -450.73833409345866 0 0 1
2486 4 4 -289.37092155144575 61.97122600861164 -453.8407770759677 1 0 0
2871 4 4 -157.8214665481717 -165.25437090505434 -447.64733882842444 1 1 0
2796 4 4 -74.68032577065657 -110.62550096147461 -446.46265087535613 0 1 0
1401 3 -2 -73.17260011976705 -111.92404610837008 -447.1832424132537 0 0 0
1526 4 4 -71.69793414492591 -113.64916701451828 -447.81151188122993 0 0 0
504 1 0 -103.33768520872475 -109.11168097736932 -442.8039328675029 0 -1 0
1026 2 1 -86.51546606374762 -95.33221764951287 -443.78887872710845 0 0 0
