LAMMPS data file via write_data, version 29 Aug 2024, timestep = 56404, units = metal

3500 atoms
4 atom types

-207.64599297632728 237.79388798341145 xlo xhi
-179.82716679366385 205.93607678898857 ylo yhi
-337.5992052631811 386.61486525680556 zlo zhi
-222.71943073700675 0.006441968439205297 -0.011229119297697574 xy xz yz

Masses

1 6.941
2 54.938045
3 121.76
4 15.9994

Atoms # charge

2318 4 1 215.3295735201563 -156.48746351899138 -336.24090773173805 0 -1 0
2184 4 1 158.60634808451024 -150.93474968116928 -332.06278390316857 -2 0 3
371 1 2 -121.26887478850105 -103.0805126068768 -334.17537302491013 0 -1 0
2833 4 1 -212.1193577519627 -96.76704616066381 -332.4661023311444 0 1 0
2635 4 1 -85.09758310231115 -96.91718129278767 -334.5376991021729 0 1 0
2785 4 1 -258.1555986326047 -71.20065739976647 -331.4015886441746 1 1 2
930 2 3 -242.31597281782618 -70.08913004078389 -332.2052827547653 0 -1 0
3008 4 1 -200.9187968099985 -61.14192392887038 -333.93823059267936 1 -1 0
1898 4 1 23.374758482398335 -64.42503253307895 -336.18714053579885 0 2 1
2366 4 1 134.87421090031685 -54.05358524036308 -335.857039303562 -3 1 -1
1525 4 1 -115.86492531925431 -50.58874946478082 -336.38458460003733 0 3 1
467 1 2 -233.5069220001458 -25.12670323789493 -335.86080542398184 2 1 -1
401 1 2 -215.94091136470604 -22.78816343275156 -333.953188305108 0 0 0
1405 3 -2 -215.63168148873106 -20.913571461846914 -334.9782816673793 0 0 1
3280 4 1 -215.32603477032265 -19.05004667028004 -336.3453396786629 0 0 1
1634 4 1 -168.48159914092466 -14.985195250903757 -332.2234164037304 -2 -1 0
729 2 3 4.456306483486173 5.511345929884868 -334.91896695856565 1 -2 2
2479 4 1 7.733112439072016 6.676599567260638 -332.13615303453213 1 -2 2
1354 3 -2 6.003317690280795 6.1790840860224705 -333.7031832699198 1 -2 2
1620 4 1 -52.568291828328995 -179.36212567056276 -325.8097596491569 0 0 1
3068 4 1 152.19666338401677 -176.23668151090303 -329.22943187019956 -1 0 0
2945 4 1 -167.26336042588974 -171.13794301012027 -328.9242227121321 0 2 -1
1532 4 1 -76.64590443235397 -167.4350825176163 -330.22307241513045 1 0 0
2431 4 1 -25.074081215904442 -172.4417369955011 -327.4844482083364 0 2 0
512 2 3 191.62348222919266 -162.5536655165163 -324.1533318682038 1 1 1
1944 4 1 -146.40871799178782 -148.32283701887425 -323.95425894560947 0 1 0
2145 4 1 -191.438813645214 -118.84921064433968 -326.9020370820931 -2 -1 1
2890 4 1 -64.02375128645275 -120.59801429134305 -328.9675931456765 0 1 2
2398 4 1 -243.13778103538377 -92.40857080165297 -330.3526714645252 2 3 0
617 2 3 -208.3603788488414 -82.30629885746886 -323.87871308586654 -1 0 1
2910 4 1 -258.17866097995073 -74.66833026684311 -329.45203732024936 1 1 2
1410 3 -2 -257.48101947338364 -72.43130297093889 -329.5288963126333 1 1 2
3156 4 1 -256.65447875671117 -71.51480109984195 -327.5741061497597 1 1 1
2006 4 1 -31.632974702788232 -44.63138050880352 -328.7773405859784 1 2 0
2690 4 1 -46.4091266661691 -34.75491671075298 -323.45423467668047 0 0 1
815 2 3 -47.2822127928238 -34.16701346377036 -327.77404174450993 0 0 1
1315 3 -2 -46.78382125085997 -34.51228150232183 -325.7866017846684 0 0 1
2658 4 1 -218.8625078422622 -17.431699457115002 -323.7103670744093 1 -1 0
2319 4 1 -85.0456062716766 -13.069589128000416 -329.3359568623394 1 2 1
1262 3 -2 192.73086079625634 -161.68402453774198 -322.5445396025571 1 1 1
762 2 3 193.8036732597623 -160.7611330012949 -320.9323055100558 1 1 1
637 2 3 -110.25321781488299 -146.8338311764497 -320.58350382720084 -1 -2 -1
2424 4 1 8.003554078587683 -143.85035013249143 -322.95516802250364 -2 2 1
706 2 3 46.816642391957885 -143.16995831188365 -321.9322104236002 0 1 0
1708 4 1 -79.39357383895748 -109.40449764684342 -322.088444481706 1 0 0
2458 4 1 -78.73751843338047 -113.56308913464214 -321.7027055046977 1 0 0
2708 4 1 -76.44474441913451 -110.63574073236451 -320.1143984057941 1 0 0
1333 3 -2 -78.16152184010838 -111.30886965230218 -321.56468757941434 1 0 0
923 2 3 102.60036942220532 -113.43843301488712 -322.06873605088305 -1 0 1
1149 2 3 -42.89703070198402 -67.36921820933117 -323.0306766522725 -1 0 1
755 2 3 -152.00130139193558 -56.90925217024834 -316.75515900783535 -1 1 1
3043 4 1 -266.75993755730906 -43.292320792015914 -321.64540483842 0 1 1
510 2 3 31.91218406929704 -39.22694502029583 -321.50875513023914 -1 0 1
1260 3 -2 32.44743013592594 -38.136955181870746 -319.7514601705621 -1 0 1
635 2 3 32.9082176592573 -36.95571119172914 -318.02826858936214 -1 0 1
3491 4 1 -189.17326541579035 -9.59936176753257 -318.21445099685246 0 -3 1
60 1 2 -137.3020203028471 -162.60784842333197 -315.1816859915466 2 0 1
2850 4 1 -42.33208037826191 -158.35867248002998 -313.49245096765765 2 2 1
3044 4 1 -132.02115901325746 -133.59327218925105 -315.277255212218 -3 -3 0
840 2 3 173.17047615092056 -131.3168756215067 -309.8547906304181 0 1 1
2014 4 1 -210.9683010928189 -119.68803728041034 -310.6655406877421 0 0 0
1551 4 1 -48.70762520062499 -121.80105238467246 -310.99716172456755 2 1 0
3234 4 1 138.95954454756944 -121.382758808942 -313.822093817664 -2 -1 0
100 1 2 -195.73007385923168 -82.90009878033402 -311.9281880204487 1 2 2
644 2 3 -54.94135091547642 -79.81344869436673 -313.8917331750555 -2 -1 0
